"transaction_id","customer_id","account_number","account_type","transaction_timestamp","transaction_amount","transaction_type","counterparty_name","counterparty_account"
"513","75","6003631","Savings","2025-06-10T09:34:45.605000+00:00","1918.55","Debit","",""
"514","235","70013127","Savings","2025-08-31T09:30:00.307000+00:00","1120.39","Credit","Rick Boehm","81456266"
"515","459","45068032","Savings","2025-05-28T14:50:01.389000+00:00","3598.16","Debit","",""
"516","102","77045951","Savings","2025-03-08T06:24:32.361000+00:00","4751.02","Credit","Levi Barrows","33754496"
"517","61","13239630","Savings","2025-06-04T17:38:22.875000+00:00","3796.91","Debit","McClure, Kuphal and Wisoky","89320228"
"518","178","28179020","Checking","2025-02-10T08:41:51.147000+00:00","4345.77","Debit","",""
"519","94","1133416","Loan","2025-06-06T12:22:58.857000+00:00","3085.54","Credit","",""
"520","342","32957146","Savings","2025-03-27T07:36:53.978000+00:00","2550.38","Credit","Meredith Mitchell","82231886"
"521","232","47646763","Loan","2025-02-22T18:48:57.539000+00:00","3084.18","Credit","Lillie Bergnaum","40621181"
"522","258","51205302","Checking","2024-11-30T20:22:30.781000+00:00","1475.38","Debit","",""
"523","332","82751248","Loan","2025-04-20T18:15:50.837000+00:00","4339.75","Credit","Charlene Gleason IV","71785091"
"524","78","27477179","Checking","2024-11-15T08:37:27.549000+00:00","4728.48","Debit","Gottlieb Inc","39905312"
"525","65","67386093","Loan","2025-07-25T04:52:28.595000+00:00","4860.81","Debit","",""
"526","149","60022317","Savings","2025-08-14T15:06:01.417000+00:00","4878.63","Credit","Geneva Effertz","80554938"
"527","171","6085762","Loan","2025-05-27T01:02:17.193000+00:00","3213.03","Credit","Kristie Simonis","80970145"
"528","150","51429468","Loan","2024-12-09T16:36:14.524000+00:00","2865.52","Debit","Runolfsdottir - O'Conner","34349297"
"529","485","57534523","Loan","2025-06-23T07:29:24.907000+00:00","105.36","Debit","Raynor Group","80862047"
"530","432","75171001","Checking","2024-12-17T03:28:32.565000+00:00","2078.83","Credit","Tamara Weber","95113636"
"531","210","78707405","Checking","2025-01-19T14:45:46.775000+00:00","4884.36","Debit","",""
"532","190","72140112","Loan","2025-03-07T13:30:13.120000+00:00","823.13","Debit","Kohler - Hoppe","95802118"
"533","210","78707405","Checking","2025-05-20T03:03:23.631000+00:00","2370.14","Credit","",""
"534","382","27135748","Loan","2025-07-29T07:29:29.180000+00:00","1398.44","Credit","Dean Stiedemann Sr.","8406432"
"535","383","12944121","Savings","2024-12-27T23:02:22.282000+00:00","2281.37","Credit","Mr. Rudolph Witting","22131339"
"536","283","85329027","Checking","2024-12-17T10:54:08.469000+00:00","237.39","Debit","Leuschke Group","2955211"
"537","492","71653279","Loan","2025-07-19T02:00:08.798000+00:00","1838.43","Debit","Monahan - Greenholt","83551502"
"538","63","30901491","Loan","2025-07-11T20:40:06.054000+00:00","867.23","Credit","Camille Gottlieb","52116865"
"539","480","94534786","Checking","2024-12-19T00:43:19.536000+00:00","1204.36","Credit","Rosie Auer PhD","69574319"
"540","462","46459065","Savings","2025-02-17T21:57:19.615000+00:00","2506.44","Debit","",""
"541","113","89078020","Loan","2025-07-19T16:28:32.453000+00:00","4559.33","Credit","",""
"542","192","42224519","Checking","2025-02-25T19:54:46.998000+00:00","4332.91","Debit","O'Connell, O'Kon and Hyatt","6880678"
"543","458","87155289","Savings","2025-07-16T21:11:00.520000+00:00","2211.86","Debit","Shanahan and Sons","57030403"
"544","162","77643703","Loan","2025-01-05T23:14:26.754000+00:00","2061.14","Credit","Daniel Hackett","55777374"
"545","93","9507181","Savings","2024-11-16T10:23:03.233000+00:00","2201.89","Credit","",""
"546","24","66659923","Checking","2025-03-22T07:35:08.291000+00:00","4859.33","Credit","Roger Kessler","72898012"
"547","386","4623189","Loan","2025-07-19T14:23:49.257000+00:00","2248.43","Debit","Sauer - Paucek","57509984"
"548","421","68889481","Checking","2025-04-09T19:44:37.072000+00:00","267.85","Credit","Allison Wuckert","10869060"
"549","416","62219896","Loan","2025-06-06T16:55:05.650000+00:00","2859.08","Credit","Claude Dickinson","78405547"
"550","43","4063418","Checking","2025-01-25T11:53:43.638000+00:00","2658.67","Credit","Ms. Nellie Kautzer IV","88711895"
"551","325","24081149","Savings","2025-05-20T17:28:46.097000+00:00","771.05","Credit","Theodore Konopelski","19507214"
"552","162","77643703","Loan","2025-08-28T14:21:59.354000+00:00","2404.92","Debit","Sauer, Corkery and Stark","73262718"
"553","134","70741818","Checking","2025-05-02T00:59:45.269000+00:00","1030.18","Credit","Dr. Marsha Trantow","48912323"
"554","383","12944121","Savings","2025-05-22T16:35:15.245000+00:00","1330.2","Debit","Lind, Hahn and Luettgen","32021101"
"555","174","18389768","Savings","2025-09-12T14:23:00.586000+00:00","3823.61","Credit","",""
"556","243","27524530","Savings","2024-12-03T10:55:48.473000+00:00","632.01","Credit","Manuel Rice","90717022"
"557","35","31385399","Checking","2025-04-25T17:12:20.285000+00:00","94.2","Debit","Wunsch - Boyer","17806705"
"558","401","21618146","Checking","2025-07-18T18:57:02.209000+00:00","1953.98","Debit","Gottlieb, Flatley and Wisoky","51069722"
"559","143","11865408","Savings","2024-10-31T23:04:42.002000+00:00","431.15","Credit","",""
"560","77","53698655","Loan","2025-07-15T19:08:03.940000+00:00","2176.65","Credit","Tina O'Keefe","57969368"
"561","225","34407630","Checking","2025-04-13T23:38:21.347000+00:00","3152.53","Debit","Renner - Flatley","628023"
"562","89","31456469","Checking","2025-03-15T10:21:50.852000+00:00","2577.19","Credit","Melvin Mitchell","55175059"
"563","69","60126934","Loan","2025-02-13T18:38:59.405000+00:00","4020.98","Debit","Waters - Senger","75418742"
"564","369","38911942","Savings","2025-10-19T11:37:24.612000+00:00","1585.5","Credit","Shannon Runolfsson","20616346"
"565","253","3974052","Savings","2025-10-20T10:15:01.407000+00:00","306.23","Debit","Wolf - Gibson","89510763"
"566","207","27882634","Savings","2025-01-27T10:48:30.617000+00:00","3493.35","Debit","Blanda, Huels and Lockman","8737528"
"567","315","79188309","Savings","2025-01-09T04:47:09.191000+00:00","2752.27","Credit","Dr. Marcus Ward","63041638"
"568","345","49685139","Savings","2024-10-22T23:54:37.927000+00:00","3734.34","Credit","",""
"569","362","55160055","Checking","2025-05-19T01:26:54.703000+00:00","866.92","Credit","Tommy Hudson","93987976"
"570","420","39925530","Loan","2025-06-11T14:53:00.195000+00:00","4947.77","Credit","Kayla Stiedemann","67375040"
"571","454","71644313","Checking","2025-03-27T06:04:09.181000+00:00","1226.56","Credit","Flora Erdman","11130403"
"572","60","54044833","Checking","2025-05-25T17:31:33.759000+00:00","4267.89","Debit","Herman LLC","76602651"
"573","456","34777883","Savings","2024-10-24T15:16:46.153000+00:00","1701.98","Debit","Farrell and Sons","83373006"
"574","159","67159485","Checking","2025-08-14T00:10:58.376000+00:00","2933.83","Credit","",""
"575","217","85827245","Savings","2024-12-18T04:02:13.927000+00:00","4457.67","Credit","Mathew Hegmann","49959359"
"576","76","74020800","Loan","2025-08-15T01:09:22.585000+00:00","4261.76","Credit","Lindsay Goldner","41309056"
"577","472","41873292","Savings","2025-10-15T15:39:25.416000+00:00","164.98","Debit","Lockman Inc","71082740"
"578","492","71653279","Loan","2025-08-10T03:55:43.582000+00:00","3278.22","Debit","Murray, Lesch and D'Amore","86863577"
"579","266","62007308","Loan","2025-09-13T08:25:43.058000+00:00","2085.15","Debit","",""
"580","348","88438261","Checking","2025-04-21T06:15:12.842000+00:00","2706.51","Debit","O'Connell - Gutmann","70758756"
"581","278","55809644","Checking","2025-05-02T05:46:00.740000+00:00","8.87","Debit","Emmerich Inc","90716253"
"582","258","51205302","Checking","2025-06-22T15:33:59.811000+00:00","3151.13","Debit","Lowe, Bartoletti and Kilback","34549015"
"583","461","67917175","Checking","2024-12-10T17:45:54.152000+00:00","644.2","Credit","",""
"584","285","12930856","Savings","2024-10-24T06:52:08.464000+00:00","2832.33","Credit","Matthew Cummings-Borer IV","72660076"
"585","122","52219937","Savings","2024-11-03T11:41:20.327000+00:00","3545.62","Debit","Lynch Inc","69122714"
"586","80","67928227","Checking","2025-07-24T16:42:35.910000+00:00","1867.57","Debit","Champlin LLC","29365176"
"587","421","10300152","Checking","2025-09-07T17:23:08.722000+00:00","1092.01","Debit","Hintz - Bergstrom","48033497"
"588","391","27568130","Checking","2025-02-26T07:09:21.970000+00:00","1257.27","Credit","Theresa Mayert","13873351"
"589","143","11865408","Savings","2025-10-12T04:50:22.553000+00:00","4723.69","Credit","Lionel Kiehn","97849176"
"590","24","88688492","Savings","2025-02-09T10:57:31.233000+00:00","948.65","Debit","Schroeder Group","57250621"
"591","227","38160183","Checking","2024-11-26T23:29:19.459000+00:00","47.58","Credit","",""
"592","205","65122604","Checking","2024-12-17T12:01:11.946000+00:00","1202.74","Debit","",""
"593","224","65576439","Loan","2025-08-24T17:08:20.475000+00:00","4206.3","Debit","Barton, Stiedemann and Koepp","55273364"
"594","346","49997993","Loan","2025-02-14T22:33:55.531000+00:00","2173.37","Credit","Justin Barrows Sr.","3972416"
"595","288","26762789","Checking","2025-01-16T13:23:26.452000+00:00","4384.59","Debit","",""
"596","241","32381591","Checking","2025-10-11T14:48:01.241000+00:00","2415.43","Credit","Mr. Willis Spinka","85678833"
"597","286","17753896","Loan","2025-08-22T10:31:38.822000+00:00","4669.27","Debit","Prohaska - Blick","57409652"
"598","334","7539859","Loan","2024-12-22T01:23:32.979000+00:00","2966.49","Debit","Collier, Roberts and Brown","18306410"
"599","210","78707405","Checking","2025-05-31T13:32:41.363000+00:00","125.05","Credit","",""
"600","103","50044974","Loan","2025-03-14T17:58:46.653000+00:00","4872.56","Credit","Luther Yost","42284440"
"601","215","48433092","Savings","2025-09-23T19:56:35.699000+00:00","3328.17","Debit","O'Conner - O'Keefe","2647396"
"602","445","40928140","Loan","2025-10-21T21:53:04.643000+00:00","1914.32","Debit","Rogahn LLC","2609034"
"603","464","57113747","Loan","2024-12-15T23:58:19.468000+00:00","2289.78","Debit","Lesch - Marks","49198775"
"604","23","39900062","Savings","2024-12-04T14:22:39.882000+00:00","4351.75","Debit","Reinger Group","41217353"
"605","323","19224816","Savings","2024-12-14T13:33:00.246000+00:00","693.7","Debit","Maggio - Gleichner","57355228"
"606","478","1363173","Savings","2025-05-15T03:51:03.665000+00:00","567.63","Credit","Veronica Collier","30098625"
"607","12","46159827","Savings","2025-04-20T16:32:07.947000+00:00","3969.48","Credit","Domingo Hartmann","34365057"
"608","92","38494463","Checking","2025-07-01T22:23:19.833000+00:00","3755.49","Debit","Hauck - McLaughlin","42495387"
"609","20","604979","Loan","2025-09-24T22:01:40.090000+00:00","2085.93","Credit","Bonnie Roberts","6764015"
"610","468","98198514","Loan","2025-04-26T15:45:28.165000+00:00","4010.95","Debit","Kihn, Homenick and Rice","78439296"
"611","63","30901491","Loan","2025-01-09T23:13:07.108000+00:00","941.2","Debit","",""
"612","182","39703101","Loan","2025-09-12T05:08:20.983000+00:00","812.69","Debit","",""
"613","197","64382038","Savings","2025-06-24T15:31:17.454000+00:00","2094.69","Debit","Gibson, Hoeger and Hane","87999779"
"614","47","27041417","Savings","2025-02-03T22:01:11.366000+00:00","3655.99","Debit","Bergnaum Inc","39464870"
"615","460","63333796","Checking","2025-08-13T11:21:36.578000+00:00","1022.41","Debit","",""
"616","191","13938374","Checking","2025-07-28T10:08:57.574000+00:00","4114.29","Debit","Romaguera, Runolfsdottir and Abernathy","63218391"
"617","492","71653279","Loan","2025-04-24T19:43:12.519000+00:00","136.89","Credit","Terry Bogisich","60360044"
"618","41","88314284","Loan","2024-10-24T22:30:18.578000+00:00","2152.02","Credit","Carl Lindgren","6972262"
"619","161","47187222","Savings","2024-10-31T02:29:22.657000+00:00","1492.02","Credit","Dr. Marvin Wehner","48729972"
"620","500","72190695","Savings","2025-02-20T12:25:38.516000+00:00","2105.13","Debit","",""
"621","13","69342413","Savings","2025-10-05T04:22:00.790000+00:00","3028.64","Credit","",""
"622","77","89886493","Checking","2025-07-28T12:13:53.749000+00:00","2658.58","Credit","Audrey Schulist MD","82906399"
"623","70","42819659","Savings","2025-02-26T17:32:45.027000+00:00","2683.41","Debit","Schaden - Zemlak","3096246"
"624","125","19547365","Savings","2025-05-30T00:16:22.467000+00:00","3518.57","Credit","Dr. Elizabeth O'Connell","13997640"
"625","457","8755757","Savings","2025-02-28T06:24:23.367000+00:00","3315.21","Debit","Kiehn LLC","67688099"
"626","221","69676764","Savings","2024-12-11T15:06:26.335000+00:00","833.44","Debit","Buckridge and Sons","38586698"
"627","442","92597494","Checking","2025-09-06T14:20:05.322000+00:00","4257.66","Credit","",""
"628","125","79009665","Checking","2025-07-21T20:57:07.472000+00:00","776.76","Credit","Verna Raynor","56502630"
"629","394","81179361","Checking","2025-03-25T09:02:50.424000+00:00","3359.04","Credit","Ethel Gleichner","37814443"
"630","99","28116440","Loan","2024-12-24T23:25:26.042000+00:00","2184.49","Credit","",""
"631","153","79204684","Checking","2025-08-16T08:39:08.120000+00:00","1696.13","Credit","",""
"632","457","95045743","Loan","2025-01-07T19:39:34.633000+00:00","2768.48","Credit","Betsy Torp","76287642"
"633","199","40945202","Checking","2025-02-06T17:12:49.708000+00:00","2041.46","Debit","",""
"634","237","85767278","Checking","2025-06-05T11:17:41.267000+00:00","1779.1","Debit","",""
"635","426","88526842","Savings","2025-10-05T21:40:30.395000+00:00","4277.69","Debit","Parker and Sons","64110613"
"636","451","67751825","Savings","2025-07-20T05:50:50.951000+00:00","4733.88","Credit","Miss Shelia Goodwin","87997914"
"637","106","37887315","Loan","2025-08-04T21:50:05.554000+00:00","2972.73","Debit","",""
"638","335","55507194","Loan","2025-03-04T05:19:55.145000+00:00","2534.35","Debit","Weissnat - Miller","48719779"
"639","26","76827346","Savings","2025-06-28T00:41:47.516000+00:00","79.28","Credit","",""
"640","205","65122604","Checking","2025-05-21T03:10:25.427000+00:00","3494.82","Debit","Wilderman LLC","85183036"
"641","86","59307636","Loan","2025-02-15T08:56:15.941000+00:00","4771.4","Debit","",""
"642","367","62839592","Checking","2025-02-28T07:42:16.345000+00:00","392.81","Debit","",""
"643","227","38160183","Checking","2024-12-08T20:00:13.211000+00:00","847.78","Debit","Prosacco, Conn and Thiel","91663881"
"644","245","51281367","Loan","2025-01-13T07:27:28.014000+00:00","2067.16","Debit","Nader, O'Reilly and Reinger","16422685"
"645","408","8136461","Loan","2025-09-05T16:00:49.837000+00:00","304.73","Credit","",""
"646","479","49480278","Savings","2024-11-01T12:14:29.034000+00:00","558.06","Debit","Zieme LLC","12729736"
"647","27","56013678","Savings","2024-11-07T18:53:28.894000+00:00","4291.19","Debit","Auer, Conroy and Dietrich","74093668"
"648","250","11649467","Loan","2025-06-13T00:56:45.803000+00:00","4962.24","Debit","",""
"649","328","20676477","Checking","2025-08-28T18:49:57.829000+00:00","499.62","Credit","",""
"650","293","39265395","Checking","2025-09-20T08:19:04.366000+00:00","4737.84","Credit","Dr. Doyle Collins","36560940"
"651","451","10418092","Checking","2025-05-12T20:08:35.150000+00:00","4606.3","Credit","Felicia Tillman","5830159"
"652","19","62851040","Loan","2024-12-30T10:45:13.262000+00:00","4412.12","Debit","Wilderman, Hoppe and Bayer","71342917"
"653","52","31276017","Checking","2024-10-28T11:55:32.050000+00:00","1471.63","Debit","McDermott - Stiedemann","57198127"
"654","426","88526842","Savings","2025-10-06T05:57:10.831000+00:00","3553.4","Credit","Antoinette Luettgen","78330304"
"655","435","28607951","Savings","2025-08-04T10:10:26.832000+00:00","166.63","Debit","Orn, Jaskolski and Wiegand","64441621"
"656","288","85584146","Savings","2025-05-04T14:55:45.324000+00:00","1332.6","Credit","Katherine Gutkowski","18171172"
"657","87","39937548","Checking","2025-08-18T20:54:24.420000+00:00","1990.14","Debit","Schneider, Hauck and Emmerich","94912705"
"658","333","70503981","Savings","2025-09-09T07:32:27.861000+00:00","223.45","Credit","Christy Kuvalis","63042920"
"659","336","27804808","Loan","2025-10-20T08:05:36.625000+00:00","3881.55","Credit","",""
"660","131","5942652","Savings","2025-07-19T11:26:44.706000+00:00","4993.29","Credit","Olga Luettgen","9608473"
"661","392","39541242","Checking","2025-03-11T01:10:46.832000+00:00","1511.37","Debit","Collins and Sons","3911315"
"662","465","74506356","Loan","2025-05-06T13:53:41.168000+00:00","1207.68","Credit","",""
"663","6","68748955","Loan","2025-08-01T10:57:42.802000+00:00","4988.2","Credit","",""
"664","467","39290456","Savings","2024-11-20T19:43:33.012000+00:00","1052.65","Credit","Delbert Cassin","35873397"
"665","376","7477170","Loan","2025-02-19T02:02:11.128000+00:00","1716.49","Debit","",""
"666","345","31405661","Loan","2025-07-16T23:29:31.684000+00:00","3244.45","Credit","",""
"667","385","82673222","Savings","2025-09-15T12:42:12.299000+00:00","4893.56","Credit","",""
"668","6","68748955","Loan","2025-07-15T13:34:11.898000+00:00","1735.63","Credit","Lamar Boyer","14993060"
"669","372","26262648","Checking","2025-01-03T09:21:07.398000+00:00","4093.6","Debit","Hackett, O'Reilly and Kulas","94526118"
"670","14","56650119","Checking","2025-04-21T10:00:17.165000+00:00","3285.91","Debit","Bahringer, Walker and Gutkowski","6045645"
"671","444","70079119","Checking","2025-05-16T06:53:00.023000+00:00","316.85","Debit","Reinger - Reilly","67389649"
"672","414","11722056","Savings","2025-03-27T07:19:12.571000+00:00","249.92","Debit","Heidenreich - O'Conner","87054404"
"673","30","78322538","Savings","2025-05-11T08:42:12.556000+00:00","3223.18","Credit","Vincent Conroy","29108081"
"674","127","45287836","Checking","2025-04-09T08:46:49.250000+00:00","3659.96","Debit","Sipes, Brakus and Miller","20445957"
"675","264","21415563","Savings","2024-11-05T04:54:29.934000+00:00","563.34","Debit","",""
"676","420","39925530","Loan","2025-04-23T15:09:39.161000+00:00","1893.26","Debit","",""
"677","100","69082994","Loan","2025-03-26T12:02:21.181000+00:00","4775.15","Debit","Pollich, Heidenreich and Roberts","48588711"
"678","319","59013744","Loan","2025-09-22T15:51:48.427000+00:00","853.86","Debit","Rosenbaum, Smitham and Jacobs","60289968"
"679","85","53707951","Loan","2024-12-29T07:11:22.485000+00:00","3285.76","Credit","",""
"680","258","51205302","Checking","2025-07-28T18:31:10.258000+00:00","4385.36","Credit","",""
"681","135","88539070","Savings","2024-11-09T13:58:53.528000+00:00","3287.72","Debit","Douglas Inc","19839121"
"682","135","88539070","Savings","2025-04-05T20:01:30.127000+00:00","3992.33","Credit","",""
"683","101","49121164","Checking","2025-03-15T13:44:42.112000+00:00","4950.76","Credit","",""
"684","482","21575307","Savings","2024-11-12T08:24:34.292000+00:00","2107.75","Credit","Rene Harris-Doyle","61897505"
"685","348","88438261","Checking","2025-03-06T11:14:25.021000+00:00","1311.5","Debit","Dooley - Robel","43862066"
"686","339","63787052","Savings","2025-09-26T22:46:03.892000+00:00","4621.94","Debit","Hegmann Inc","28324610"
"687","53","57716008","Loan","2025-08-27T18:01:38.114000+00:00","2586.77","Debit","",""
"688","127","45287836","Checking","2024-10-22T18:41:06.703000+00:00","3731.85","Debit","Skiles, Hettinger and Roob","59112186"
"689","68","1980703","Checking","2025-05-22T16:47:46.912000+00:00","1838.97","Credit","Erica Morar","38461849"
"690","248","21162698","Loan","2024-12-20T17:02:08.757000+00:00","3558.71","Credit","Dewey Hauck","15852696"
"691","363","19020319","Savings","2025-01-18T01:00:23.943000+00:00","431.67","Debit","Gusikowski and Sons","65366554"
"692","483","30349789","Loan","2025-01-15T12:29:08.110000+00:00","4741.61","Credit","",""
"693","162","77643703","Loan","2024-12-05T20:47:20.315000+00:00","4726.05","Debit","",""
"694","409","30455792","Loan","2025-04-23T21:43:10.381000+00:00","2084.63","Credit","Edna Corwin","12367605"
"695","43","4063418","Checking","2025-06-08T00:58:58.367000+00:00","650.85","Debit","Funk, Cruickshank and Schinner","72336801"
"696","222","43565417","Loan","2025-01-30T13:46:54.766000+00:00","69.11","Debit","Emmerich, Wyman and Mills","28934382"
"697","389","90238141","Loan","2025-10-07T03:50:42.172000+00:00","2393.39","Debit","Leannon - VonRueden","25502022"
"698","197","64382038","Savings","2025-04-20T07:18:31.496000+00:00","3177.52","Credit","Adrienne Jakubowski","91097714"
"699","384","6883230","Checking","2025-10-18T07:26:47.022000+00:00","4177.11","Credit","Lucia Hamill","42046450"
"700","484","77194354","Checking","2025-03-27T06:37:45.932000+00:00","2990.0","Debit","Bradtke - Kertzmann","88342452"
"701","264","21415563","Savings","2025-05-10T13:50:39.111000+00:00","4431.69","Debit","Runolfsson - Kautzer","85540130"
"702","32","16056669","Savings","2024-11-08T17:39:17.320000+00:00","1291.68","Debit","Raynor - Mante","26895597"
"703","56","86108982","Loan","2025-07-30T22:05:13.229000+00:00","306.41","Debit","",""
"704","117","37546949","Checking","2025-08-06T10:56:00.491000+00:00","4268.76","Credit","Sadie Jones","85628760"
"705","56","43940692","Savings","2025-10-14T04:52:13.389000+00:00","1037.68","Debit","Hessel Group","54647780"
"706","52","31276017","Checking","2025-03-10T10:13:42.088000+00:00","855.36","Debit","Treutel, Gorczany and Goodwin","85248037"
"707","200","58297455","Checking","2025-03-29T08:39:12.140000+00:00","632.68","Credit","Amber Gleichner PhD","13490690"
"708","215","68851695","Checking","2024-12-23T20:47:05.722000+00:00","758.64","Debit","",""
"709","299","2728867","Savings","2025-02-16T07:18:03.582000+00:00","1724.63","Credit","Lydia Langosh","68990315"
"710","499","64098422","Loan","2025-05-26T05:31:31.588000+00:00","36.33","Credit","",""
"711","350","55045792","Savings","2025-05-06T05:25:28.701000+00:00","3533.13","Debit","Muller, Cronin and Connelly","63412134"
"712","296","67624293","Loan","2025-09-16T18:07:28.715000+00:00","2285.72","Debit","",""
"713","264","67153799","Savings","2025-09-14T23:37:02.481000+00:00","2436.89","Debit","Reichert LLC","35273453"
"714","81","98377041","Loan","2025-07-13T13:05:08.368000+00:00","4786.22","Debit","Schuppe Inc","57402934"
"715","348","88438261","Checking","2025-02-18T10:48:33.160000+00:00","894.57","Credit","Saul Farrell","48493664"
"716","272","20061897","Savings","2025-02-19T01:51:09.300000+00:00","3008.67","Debit","Luettgen, Miller and Davis","31585394"
"717","458","87155289","Savings","2025-01-17T18:39:03.486000+00:00","4858.63","Credit","Georgia Nienow","95455377"
"718","125","19547365","Savings","2025-02-01T07:37:34.205000+00:00","2099.86","Debit","",""
"719","367","62839592","Checking","2024-12-16T15:26:58.718000+00:00","3014.55","Debit","",""
"720","93","29610745","Checking","2025-07-07T15:42:19.495000+00:00","4666.15","Credit","Mrs. Bertha Zemlak","1866868"
"721","212","85150769","Savings","2025-08-05T15:42:31.985000+00:00","4131.61","Credit","Bradford Kulas","28433970"
"722","249","63834726","Savings","2025-03-18T08:32:28.270000+00:00","2623.16","Credit","Lance Buckridge DVM","6721245"
"723","496","45174467","Checking","2025-03-28T14:22:52.355000+00:00","4034.41","Debit","Feil Inc","28340953"
"724","416","62219896","Loan","2025-01-09T19:15:28.352000+00:00","4480.04","Debit","Block - Treutel","72077184"
"725","112","30120525","Checking","2025-09-12T14:12:39.021000+00:00","3678.28","Debit","Barton LLC","39540831"
"726","327","94403287","Loan","2025-06-04T02:33:21.194000+00:00","3348.66","Debit","",""
"727","413","47029214","Savings","2025-09-06T15:59:16.379000+00:00","3130.79","Credit","",""
"728","289","28221112","Loan","2025-09-26T23:49:16.764000+00:00","206.4","Debit","McClure, Bauch and Willms","72132747"
"729","328","85063243","Savings","2025-04-08T22:24:15.374000+00:00","156.32","Credit","Amanda Cormier","485803"
"730","457","27120042","Loan","2025-05-23T16:13:51.849000+00:00","1909.47","Debit","Rempel, Schiller and Prohaska","31941215"
"731","484","77194354","Checking","2025-02-27T11:17:27.269000+00:00","3313.79","Debit","",""
"732","122","52219937","Savings","2025-02-05T12:02:36.875000+00:00","1807.32","Debit","Ritchie and Sons","55409610"
"733","431","42514511","Loan","2025-06-02T05:54:26.463000+00:00","4823.16","Debit","Dickens, Fay and Kilback","12048038"
"734","481","7669574","Loan","2024-11-25T19:34:29.271000+00:00","1964.98","Credit","",""
"735","261","2339954","Savings","2025-07-19T06:06:46.919000+00:00","1380.61","Credit","",""
"736","388","2210146","Savings","2025-08-21T06:13:18.007000+00:00","4590.94","Debit","Spencer, Goyette and Hamill","96377312"
"737","404","51997932","Checking","2025-02-21T19:37:12.275000+00:00","1904.26","Debit","Schmitt Inc","39321432"
"738","381","9059989","Checking","2025-10-01T03:15:01.736000+00:00","606.3","Credit","Mr. Nicolas Beier","34868806"
"739","108","40760788","Checking","2025-08-01T12:19:11.913000+00:00","1960.39","Credit","Loren O'Keefe","20381036"
"740","476","59798742","Loan","2024-12-22T06:40:44.122000+00:00","958.11","Debit","Brekke - Howe","43027788"
"741","84","65236017","Savings","2025-01-23T12:09:10.259000+00:00","4428.74","Credit","Caroline Zboncak II","93185582"
"742","53","40629196","Savings","2025-06-17T04:53:22.638000+00:00","1423.23","Debit","Steuber LLC","78020913"
"743","108","99262519","Savings","2024-11-17T12:43:15.654000+00:00","2019.09","Credit","Chester Schamberger","61604000"
"744","29","72813110","Checking","2025-05-28T21:39:01.916000+00:00","4467.05","Debit","",""
"745","156","23498031","Checking","2025-06-28T00:12:59.363000+00:00","1271.58","Credit","",""
"746","224","65576439","Loan","2025-04-02T06:18:35.092000+00:00","3222.05","Credit","Renee Shields","94983538"
"747","202","79928590","Savings","2025-06-13T08:43:00.919000+00:00","2948.25","Credit","Charlotte Marquardt","83225109"
"748","190","72140112","Loan","2025-01-22T18:54:33.469000+00:00","3675.67","Credit","",""
"749","385","82673222","Savings","2025-09-14T21:49:57.699000+00:00","72.03","Credit","Ashley Monahan-Jacobi","77586137"
"750","461","67917175","Checking","2025-02-04T17:58:11.538000+00:00","3291.44","Credit","Teresa Spinka","17190373"
"751","345","31405661","Loan","2025-06-24T13:41:32.840000+00:00","143.33","Debit","Sawayn, Conroy and Wunsch","60785829"
"752","363","19020319","Savings","2025-07-07T13:34:27.922000+00:00","2321.83","Credit","Gregory Kuphal","8633291"
"753","291","30709530","Checking","2024-11-19T06:33:48.614000+00:00","1813.45","Credit","Virgil Medhurst","97364914"
"754","485","57534523","Loan","2025-02-28T22:32:40.873000+00:00","1082.45","Debit","",""
"755","116","78151353","Savings","2025-10-08T00:12:38.497000+00:00","1548.13","Debit","",""
"756","406","67002555","Savings","2025-01-10T19:06:19.051000+00:00","4014.22","Debit","",""
"757","186","29202130","Savings","2025-07-02T06:33:29.422000+00:00","4213.13","Credit","Francis Carter","49395721"
"758","150","51429468","Loan","2024-11-05T03:50:45.688000+00:00","446.2","Credit","Ray Lynch","26585256"
"759","267","72014839","Checking","2025-09-29T18:13:37.318000+00:00","4423.43","Credit","Holly Schuster","37808790"
"760","280","20646903","Checking","2025-06-19T16:18:33.658000+00:00","722.64","Credit","",""
"761","266","91571976","Savings","2024-11-01T22:42:11.881000+00:00","1706.47","Debit","",""
"762","467","8398273","Savings","2024-12-03T18:20:24.995000+00:00","1425.09","Debit","Williamson - Tillman","9715271"
"763","467","39290456","Savings","2024-12-31T03:13:32.588000+00:00","3610.38","Credit","Orville Quigley","26012771"
"764","223","22245176","Checking","2025-01-05T12:06:30.074000+00:00","1056.29","Debit","Yost - Sauer","39041388"
"765","121","73534672","Loan","2025-10-14T19:59:56.647000+00:00","224.04","Debit","Hammes, Durgan and Gibson","89637385"
"766","17","61344270","Savings","2024-11-03T06:45:01.388000+00:00","4531.66","Credit","",""
"767","66","63620972","Checking","2025-02-24T16:26:53.116000+00:00","2930.69","Debit","",""
"768","5","75624355","Savings","2024-12-22T01:20:40.927000+00:00","510.86","Debit","Hahn, Balistreri and Walker","78453311"
"769","175","52032355","Savings","2025-07-04T05:52:10.430000+00:00","377.97","Credit","Jenna Jast","26774917"
